,Age,Gender,MonthlyIncome,Department,NumCompaniesWorked,workingfromhome,BusinessTravel,DistanceFromHome,StandardHours,JobSatisfaction,complaintfiled,complaintyears,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,Over18_Y,complaintresolved_N,complaintresolved_Y,Left
999,29,Male,low,Sales,1,1,Travel_Rarely,10,40,2,0,,14,3,2,2,2,1,0,0,0
1000,37,Female,medium,Research & Development,3,0,Travel_Rarely,3,40,2,0,,15,3,8,4,0,1,0,0,0
1001,50,Male,high,Research & Development,9,1,Travel_Rarely,1,40,4,1,1.0,22,5,32,5,1,1,0,1,0
1002,38,Female,low,Research & Development,1,0,Travel_Frequently,29,40,4,0,,11,1,10,10,9,1,0,0,0
1003,36,Female,medium,Research & Development,4,0,Travel_Rarely,2,40,2,1,0.0,22,5,15,1,0,1,0,1,0
1004,36,Female,low,Research & Development,5,1,Travel_Rarely,3,40,4,1,,22,5,7,1,0,1,1,0,0
1005,38,Female,medium,Sales,3,1,Travel_Rarely,2,40,1,0,,15,3,11,7,1,1,0,0,0
1006,39,Female,high,Research & Development,0,1,Travel_Frequently,2,40,3,0,,25,5,20,19,11,1,0,0,0
1007,51,Male,medium,Research & Development,2,0,Travel_Rarely,7,40,3,0,,17,4,10,1,0,1,0,0,0
1008,36,Female,medium,Research & Development,7,1,Non-Travel,24,40,2,0,,15,3,11,9,0,1,0,0,0
1009,35,Male,medium,Research & Development,4,1,Travel_Rarely,16,40,3,0,,12,1,10,8,0,1,0,0,0
1010,32,Male,low,Research & Development,0,0,Travel_Rarely,5,40,2,0,,12,1,7,6,0,1,0,0,0
1011,44,Male,low,Research & Development,3,0,Non-Travel,5,40,3,1,1.0,14,3,7,5,0,1,0,1,0
1012,29,Male,low,Research & Development,6,1,Travel_Rarely,1,40,1,0,,13,2,11,9,0,1,0,0,1
1013,27,Female,medium,Sales,0,1,Travel_Rarely,2,40,3,0,,14,3,9,8,0,1,0,0,0
1014,40,Female,high,Research & Development,7,1,Travel_Rarely,6,40,3,0,,15,3,22,20,5,1,0,0,0
1015,29,Male,low,Research & Development,1,0,Travel_Rarely,23,40,3,1,1.0,24,5,10,10,0,1,1,0,0
1016,45,Female,medium,Research & Development,1,0,Travel_Rarely,5,40,1,0,,14,3,10,10,1,1,0,0,0
1017,39,Female,medium,Research & Development,2,1,Non-Travel,2,40,1,0,,23,5,11,1,0,1,0,0,1
1018,29,Male,low,Research & Development,1,0,Travel_Frequently,24,40,4,0,,24,5,1,1,1,1,0,0,1
1019,40,Female,medium,Research & Development,3,0,Travel_Frequently,26,40,4,0,,13,2,16,1,0,1,0,0,0
1020,40,Male,high,Research & Development,2,0,Non-Travel,8,40,2,0,,11,1,16,9,4,1,0,0,0
1021,42,Female,medium,Sales,7,0,Travel_Rarely,14,40,3,0,,17,4,10,5,0,1,0,0,0
1022,47,Male,high,Research & Development,4,1,Travel_Rarely,5,40,3,0,,11,1,21,3,1,1,0,0,0
1023,27,Male,medium,Research & Development,5,1,Travel_Frequently,1,40,1,1,0.0,19,4,6,2,2,1,0,1,0
1024,23,Male,low,Sales,1,1,Travel_Frequently,9,40,1,0,,19,4,1,1,1,1,0,0,1
1025,44,Female,high,Research & Development,0,1,Travel_Rarely,7,40,4,0,,14,3,23,22,1,1,0,0,0
1026,27,Male,medium,Research & Development,1,1,Non-Travel,8,40,3,0,,19,5,3,3,1,1,0,0,0
1027,29,Male,low,Sales,1,1,Travel_Frequently,24,40,1,1,,17,4,1,1,0,1,1,0,1
1028,41,Male,low,Research & Development,2,0,Travel_Rarely,9,40,1,1,2.0,21,5,7,5,1,1,0,1,0
1029,41,Male,high,Human Resources,3,1,Travel_Rarely,10,40,4,0,,15,3,23,21,12,1,0,0,0
1030,31,Male,medium,Sales,4,1,Travel_Rarely,6,40,4,0,,22,5,13,7,5,1,0,0,0
1031,34,Female,low,Research & Development,1,0,Travel_Frequently,16,40,4,1,1.0,16,4,6,5,1,1,0,1,0
1032,43,Female,high,Sales,5,0,Travel_Rarely,16,40,4,0,,22,5,22,17,1,1,0,0,0
1033,26,Male,medium,Sales,1,0,Travel_Rarely,4,40,4,0,,12,2,8,8,7,1,0,0,1
1034,53,Male,low,Sales,2,0,Travel_Rarely,6,40,3,0,,20,5,13,7,4,1,0,0,0
1035,32,Female,medium,Sales,1,1,Travel_Rarely,8,40,2,1,0.0,11,1,13,13,11,1,0,1,0
1036,40,Male,medium,Sales,1,1,Travel_Rarely,26,40,1,0,,14,3,8,7,7,1,0,0,0
1037,36,Male,high,Sales,1,1,Non-Travel,10,40,4,1,0.0,14,3,10,10,9,1,0,1,0
1038,32,Male,low,Sales,0,1,Travel_Rarely,1,40,2,1,2.0,14,2,3,2,2,1,0,1,0
1039,38,Male,low,Research & Development,1,1,Travel_Frequently,7,40,3,1,1.0,11,1,4,4,0,1,0,1,0
1040,58,Female,high,Research & Development,1,1,Travel_Rarely,23,40,4,0,,12,1,40,40,15,1,0,0,1
1041,39,Male,medium,Research & Development,9,0,Non-Travel,9,40,2,0,,15,3,9,5,0,1,0,0,0
1042,35,Male,low,Sales,1,1,Travel_Rarely,7,40,3,0,,13,2,1,1,0,1,0,0,0
1043,39,Female,medium,Sales,4,1,Travel_Rarely,4,40,3,0,,14,3,17,15,5,1,0,0,0
1044,52,Female,low,Research & Development,7,0,Travel_Rarely,2,40,4,0,,15,3,6,2,2,1,0,0,0
1045,46,Female,medium,Research & Development,2,0,Travel_Rarely,18,40,3,1,2.0,14,2,19,10,0,1,0,1,0
1046,38,Female,high,Research & Development,3,0,Travel_Rarely,10,40,3,0,,19,4,18,1,0,1,0,0,0
1047,25,Male,high,Sales,2,0,Travel_Rarely,28,40,3,0,,18,4,6,2,2,1,0,0,0
1048,26,Female,low,Human Resources,1,0,Travel_Rarely,25,40,3,0,,23,5,8,8,5,1,0,0,0
1049,39,Male,low,Research & Development,0,1,Travel_Rarely,3,40,3,1,0.0,15,3,11,10,0,1,0,1,0
1050,31,Male,low,Research & Development,1,1,Non-Travel,3,40,1,0,,13,2,4,4,2,1,0,0,0
1051,37,Male,medium,Research & Development,2,0,Travel_Rarely,10,40,2,0,,12,1,18,1,0,1,0,0,0
1052,53,Female,medium,Sales,2,0,Travel_Frequently,2,40,2,0,,12,2,30,15,6,1,0,0,0
1053,50,Male,medium,Sales,7,0,Travel_Frequently,1,40,3,1,1.0,12,1,12,6,0,1,0,1,1
1054,22,Male,low,Research & Development,0,0,Travel_Rarely,1,40,3,0,,12,2,4,3,1,1,0,0,0
1055,36,Male,medium,Research & Development,1,0,Travel_Rarely,4,40,4,1,0.0,16,4,10,10,1,1,0,1,0
1056,35,Female,medium,Research & Development,0,0,Travel_Rarely,1,40,4,0,,12,2,10,9,0,1,0,0,0
1057,38,Female,low,Research & Development,1,0,Travel_Frequently,8,40,2,1,0.0,16,3,20,20,0,1,1,0,0
1058,35,Male,medium,Research & Development,4,0,Travel_Rarely,25,40,4,0,,14,3,9,3,0,1,0,0,0
1059,32,Male,medium,Sales,0,0,Non-Travel,26,40,4,0,,18,4,4,3,2,1,0,0,0
1060,38,Male,medium,Sales,7,1,Travel_Rarely,2,40,2,1,,16,4,10,1,0,1,0,1,0
1061,39,Female,medium,Human Resources,8,1,Travel_Rarely,2,40,4,1,1.0,11,1,13,5,0,1,1,0,0
1062,42,Male,medium,Sales,3,1,Travel_Rarely,12,40,4,0,,12,2,14,0,0,1,0,0,0
1063,25,Male,low,Research & Development,4,0,Travel_Rarely,1,40,4,1,2.0,11,1,7,3,0,1,1,0,0
1064,58,Male,low,Research & Development,9,0,Travel_Frequently,2,40,4,0,,14,3,3,1,0,1,0,0,1
1065,53,Male,medium,Research & Development,3,0,Travel_Rarely,24,40,4,0,,15,3,11,4,1,1,0,0,0
1066,34,Male,medium,Research & Development,6,0,Travel_Rarely,2,40,1,0,,13,2,13,11,5,1,0,0,0
1067,44,Male,high,Research & Development,3,1,Travel_Rarely,28,40,1,0,,13,2,24,20,14,1,0,0,0
1068,44,Female,high,Sales,3,0,Travel_Rarely,28,40,4,0,,18,4,23,12,11,1,0,0,0
1069,44,Male,medium,Research & Development,2,0,Travel_Rarely,10,40,4,0,,13,2,9,4,1,1,0,0,0
1070,34,Female,medium,Research & Development,1,0,Travel_Rarely,3,40,2,0,,12,2,11,11,7,1,0,0,0
1071,24,Female,medium,Research & Development,1,0,Travel_Rarely,17,40,3,0,,15,3,5,4,3,1,0,0,0
1072,42,Male,high,Research & Development,9,1,Travel_Rarely,6,40,1,0,,13,2,18,13,5,1,0,0,0
1073,54,Male,high,Research & Development,3,1,Travel_Rarely,3,40,4,1,1.0,14,3,36,10,0,1,0,1,0
1074,26,Male,low,Research & Development,0,0,Travel_Frequently,6,40,4,0,,18,4,8,7,7,1,0,0,0
1075,38,Male,medium,Research & Development,7,1,Travel_Frequently,1,40,4,1,0.0,15,3,19,13,2,1,1,0,0
1076,29,Female,low,Research & Development,4,1,Travel_Rarely,28,40,4,0,,22,5,11,7,1,1,0,0,0
1077,58,Male,low,Research & Development,4,1,Travel_Rarely,2,40,3,0,,24,5,7,1,0,1,0,0,1
1078,35,Male,medium,Sales,1,1,Travel_Rarely,1,40,2,0,,13,2,10,10,0,1,0,0,0
1079,34,Female,medium,Sales,1,0,Travel_Rarely,15,40,1,0,,12,2,10,10,9,1,0,0,0
1080,36,Female,medium,Research & Development,9,0,Travel_Rarely,12,40,3,0,,12,1,7,3,1,1,0,0,0
1081,37,Female,low,Research & Development,1,0,Travel_Rarely,14,40,1,1,1.0,12,2,18,18,12,1,0,1,0
1082,31,Female,low,Sales,1,0,Travel_Frequently,1,40,3,0,,12,1,1,1,0,1,0,0,1
1083,29,Male,medium,Sales,1,0,Travel_Rarely,5,40,2,1,0.0,13,2,10,10,0,1,1,0,0
1084,54,Female,high,Research & Development,3,1,Travel_Frequently,11,40,4,1,1.0,20,5,26,14,1,1,1,0,0
1085,28,Male,low,Sales,3,0,Travel_Frequently,1,40,3,1,1.0,15,3,5,3,1,1,0,1,1
1086,53,Male,high,Sales,5,1,Travel_Rarely,8,40,4,0,,14,3,28,2,2,1,0,0,0
1087,32,Female,medium,Research & Development,1,0,Travel_Frequently,16,40,1,0,,22,5,10,10,6,1,0,0,1
1088,58,Male,high,Research & Development,7,0,Travel_Rarely,2,40,2,0,,12,2,40,31,13,1,0,0,1
1089,31,Male,medium,Research & Development,3,1,Travel_Rarely,7,40,4,0,,22,5,10,7,1,1,0,0,0
1090,58,Female,high,Research & Development,2,0,Travel_Rarely,5,40,2,0,,13,2,24,6,0,1,0,0,0
1091,43,Female,low,Research & Development,1,0,Travel_Rarely,2,40,3,0,,12,1,6,5,1,1,0,0,0
1092,47,Female,high,Research & Development,1,1,Travel_Rarely,2,40,4,0,,11,1,26,26,3,1,0,0,0
1093,35,Male,high,Research & Development,3,0,Travel_Rarely,7,40,3,0,,21,5,17,8,1,1,0,0,0
1094,25,Male,medium,Sales,1,0,Travel_Rarely,5,40,3,1,4.0,11,1,6,6,0,1,1,0,1
1095,31,Male,medium,Research & Development,1,0,Travel_Rarely,22,40,3,0,,15,3,10,10,6,1,0,0,1
1096,32,Female,medium,Research & Development,3,1,Travel_Rarely,5,40,2,0,,12,2,12,7,2,1,0,0,0
1097,46,Male,medium,Research & Development,6,0,Travel_Rarely,13,40,2,0,,14,3,19,10,0,1,0,0,0
1098,38,Female,medium,Sales,0,0,Travel_Rarely,7,40,4,1,1.0,20,5,8,7,0,1,1,0,0
1099,43,Male,medium,Research & Development,5,0,Travel_Rarely,27,40,2,0,,12,1,8,6,0,1,0,0,0
1100,34,Male,high,Sales,2,1,Travel_Rarely,4,40,4,1,2.0,13,2,9,5,1,1,0,1,0
1101,43,Male,high,Research & Development,1,1,Travel_Rarely,12,40,2,1,2.0,11,1,25,25,3,1,0,1,0
1102,30,Male,medium,Research & Development,1,0,Travel_Rarely,1,40,4,1,2.0,12,1,10,10,3,1,0,1,0
1103,36,Male,medium,Sales,1,1,Travel_Rarely,2,40,3,1,1.0,13,2,10,10,9,1,0,1,0
1104,36,Male,low,Research & Development,1,0,Travel_Rarely,6,40,3,0,,14,3,7,7,1,1,0,0,0
1105,28,Male,low,Research & Development,1,1,Travel_Frequently,1,40,2,0,,15,3,1,1,0,1,0,0,1
1106,35,Male,medium,Sales,0,1,Travel_Rarely,18,40,1,0,,16,3,6,5,0,1,0,0,0
1107,34,Male,low,Research & Development,1,1,Travel_Rarely,1,40,4,0,,12,1,10,10,8,1,0,0,0
1108,35,Female,medium,Research & Development,1,0,Travel_Rarely,21,40,4,0,,25,5,10,10,0,1,0,0,0
1109,55,Male,low,Research & Development,8,0,Travel_Rarely,2,40,4,0,,20,5,19,5,0,1,0,0,0
1110,41,Male,low,Research & Development,4,1,Travel_Rarely,14,40,3,0,,12,1,13,9,1,1,0,0,0
1111,28,Male,low,Human Resources,1,0,Non-Travel,1,40,4,1,3.0,15,3,3,3,2,1,1,0,0
1112,52,Female,high,Research & Development,3,1,Travel_Frequently,25,40,4,0,,22,5,31,9,0,1,0,0,0
1113,39,Male,medium,Sales,3,0,Travel_Rarely,21,40,4,0,,12,1,8,5,1,1,0,0,0
1114,31,Male,low,Research & Development,0,1,Travel_Rarely,2,40,4,0,,18,4,3,2,2,1,0,0,0
1115,26,Male,low,Research & Development,1,1,Travel_Rarely,17,40,3,1,2.0,15,3,3,3,0,1,1,0,0
1116,46,Male,high,Research & Development,9,0,Travel_Rarely,1,40,4,0,,17,4,23,2,2,1,0,0,0
1117,49,Male,high,Research & Development,2,0,Travel_Rarely,4,40,3,0,,13,2,23,1,0,1,0,0,0
1118,58,Male,medium,Research & Development,2,0,Non-Travel,1,40,3,1,1.0,13,2,12,5,1,1,0,1,0
1119,29,Male,medium,Research & Development,0,0,Travel_Rarely,9,40,4,0,,17,4,4,3,2,1,0,0,0
1120,20,Male,low,Sales,1,1,Travel_Rarely,21,40,4,0,,17,4,2,2,2,1,0,0,0
1121,42,Female,high,Research & Development,3,1,Travel_Frequently,26,40,1,0,,17,4,20,1,0,1,0,0,0
1122,36,Male,low,Research & Development,4,1,Travel_Frequently,23,40,4,0,,17,4,17,5,0,1,0,0,0
1123,35,Female,high,Research & Development,1,0,Travel_Rarely,9,40,3,1,1.0,20,5,17,17,5,1,0,1,0
1124,56,Female,medium,Sales,4,0,Travel_Rarely,11,40,1,0,,16,3,6,0,0,1,0,0,0
1125,47,Female,medium,Sales,0,1,Travel_Rarely,2,40,4,0,,22,5,8,7,7,1,0,0,0
1126,52,Male,high,Sales,1,0,Travel_Rarely,3,40,1,0,,11,1,34,34,1,1,0,0,0
1127,30,Male,medium,Research & Development,3,0,Travel_Rarely,1,40,3,0,,21,5,7,2,0,1,0,0,0
1128,55,Female,high,Research & Development,2,1,Travel_Rarely,2,40,4,0,,13,2,30,5,1,1,0,0,0
1129,35,Male,high,Research & Development,2,0,Non-Travel,11,40,1,0,,13,2,10,4,2,1,0,0,0
1130,35,Male,low,Research & Development,4,0,Travel_Frequently,1,40,1,1,1.0,13,2,5,3,1,1,0,1,0
1131,45,Male,medium,Sales,0,0,Travel_Rarely,2,40,3,0,,13,2,9,8,3,1,0,0,0
1132,30,Male,low,Research & Development,1,1,Travel_Rarely,7,40,3,0,,13,2,10,10,8,1,0,0,0
1133,34,Female,medium,Sales,9,1,Non-Travel,4,40,3,0,,15,3,6,3,1,1,0,0,0
1134,28,Male,low,Research & Development,2,0,Travel_Rarely,2,40,3,0,,11,1,5,0,0,1,0,0,1
1135,34,Male,medium,Sales,8,1,Non-Travel,19,40,4,0,,13,2,9,5,0,1,0,0,1
1136,28,Male,low,Research & Development,5,1,Travel_Rarely,24,40,3,0,,14,3,6,4,0,1,0,0,1
1137,33,Male,low,Research & Development,6,1,Travel_Rarely,8,40,1,0,,19,4,14,10,7,1,0,0,0
1138,35,Male,low,Research & Development,1,0,Travel_Rarely,28,40,3,0,,17,4,10,10,6,1,0,0,0
1139,34,Male,medium,Sales,1,1,Travel_Rarely,2,40,4,0,,22,5,6,6,1,1,0,0,0
1140,27,Female,low,Research & Development,1,0,Travel_Rarely,5,40,2,0,,12,1,4,4,1,1,0,0,0
1141,29,Male,medium,Sales,9,0,Travel_Rarely,10,40,3,0,,11,1,8,5,1,1,0,0,0
1142,32,Male,high,Research & Development,8,1,Travel_Rarely,5,40,4,0,,24,5,8,1,0,1,0,0,0
1143,37,Male,medium,Sales,1,1,Non-Travel,19,40,2,0,,13,2,10,10,0,1,0,0,0
1144,31,Male,low,Research & Development,1,1,Travel_Frequently,15,40,3,1,2.0,12,2,2,2,2,1,0,1,1
1145,47,Male,medium,Research & Development,8,0,Non-Travel,14,40,2,0,,18,4,16,8,1,1,0,0,0
1146,46,Male,high,Sales,1,1,Travel_Rarely,9,40,4,0,,16,4,9,9,4,1,0,0,1
1147,35,Male,low,Research & Development,1,0,Travel_Rarely,8,40,4,0,,19,5,1,1,0,1,0,0,0
1148,42,Male,medium,Research & Development,1,1,Travel_Rarely,24,40,1,1,1.0,21,5,10,10,5,1,0,1,0
1149,27,Female,low,Research & Development,0,0,Travel_Frequently,5,40,4,0,,14,3,6,5,0,1,0,0,0
1150,60,Female,high,Sales,4,0,Travel_Frequently,28,40,1,1,2.0,19,5,22,18,13,1,0,1,0
1151,42,Male,high,Research & Development,0,1,Travel_Rarely,2,40,1,0,,17,4,23,22,13,1,0,0,0
1152,25,Male,low,Sales,1,1,Travel_Frequently,24,40,4,0,,14,2,1,1,1,1,0,0,1
1153,25,Male,medium,Sales,0,1,Travel_Rarely,10,40,4,0,,14,3,5,4,1,1,0,0,0
1154,28,Male,low,Research & Development,1,1,Travel_Rarely,24,40,2,0,,17,4,1,1,0,1,0,0,1
1155,39,Male,medium,Research & Development,1,1,Travel_Rarely,9,40,1,0,,25,5,10,10,7,1,0,0,0
1156,29,Male,low,Research & Development,1,0,Travel_Rarely,18,40,4,1,,13,2,4,4,0,1,1,0,1
1157,35,Male,high,Research & Development,3,0,Travel_Rarely,25,40,2,0,,16,4,16,13,4,1,0,0,0
1158,45,Female,medium,Research & Development,4,0,Travel_Rarely,7,40,3,1,2.0,19,5,7,3,0,1,0,1,0
1159,23,Male,low,Research & Development,1,0,Travel_Rarely,1,40,3,0,,22,5,1,1,0,1,0,0,0
1160,37,Male,high,Research & Development,1,1,Travel_Frequently,11,40,4,0,,14,3,10,10,0,1,0,0,0
1161,36,Male,medium,Human Resources,1,0,Travel_Frequently,2,40,4,0,,21,5,10,10,0,1,0,0,0
1162,25,Male,medium,Sales,1,0,Travel_Rarely,4,40,1,0,,12,1,5,5,0,1,0,0,0
1163,37,Female,medium,Research & Development,6,1,Travel_Rarely,1,40,2,0,,12,1,8,6,4,1,0,0,0
1164,28,Male,medium,Research & Development,0,1,Travel_Rarely,16,40,1,0,,19,4,9,8,0,1,0,0,0
1165,38,Female,high,Research & Development,3,1,Travel_Rarely,10,40,3,0,,12,2,20,18,1,1,0,0,0
1166,50,Female,high,Research & Development,2,0,Travel_Frequently,2,40,1,1,,22,5,32,2,2,1,1,0,0
1167,33,Female,high,Research & Development,6,1,Travel_Frequently,5,40,2,0,,11,1,12,10,8,1,0,0,0
1168,40,Female,medium,Sales,7,0,Travel_Rarely,2,40,2,1,1.0,12,1,8,5,1,1,0,1,0
1169,21,Male,low,Sales,1,1,Non-Travel,9,40,4,1,0.0,24,5,3,3,2,1,0,1,0
1170,54,Female,medium,Research & Development,3,0,Travel_Frequently,20,40,3,0,,12,2,20,4,0,1,0,0,0
1171,34,Male,high,Sales,1,0,Travel_Rarely,13,40,3,0,,18,4,9,8,1,1,0,0,0
1172,30,Female,low,Human Resources,6,0,Travel_Frequently,8,40,4,0,,11,1,6,4,1,1,0,0,1
1173,45,Male,medium,Research & Development,1,0,Non-Travel,23,40,1,0,,15,3,9,9,0,1,0,0,0
1174,28,Male,low,Research & Development,1,0,Non-Travel,16,40,3,0,,14,3,5,5,1,1,0,0,0
1175,34,Male,medium,Sales,1,0,Non-Travel,10,40,3,0,,14,3,15,15,0,1,0,0,0
1176,48,Male,high,Research & Development,7,0,Travel_Rarely,4,40,3,0,,14,3,27,15,4,1,0,0,0
1177,34,Male,low,Research & Development,1,1,Non-Travel,16,40,1,0,,23,5,5,5,3,1,0,0,1
1178,25,Female,low,Research & Development,1,1,Travel_Rarely,1,40,2,1,2.0,18,4,2,2,2,1,0,1,0
1179,38,Female,medium,Sales,2,0,Travel_Rarely,2,40,4,0,,20,5,20,4,0,1,0,0,0
1180,26,Female,low,Research & Development,1,0,Travel_Frequently,5,40,3,0,,14,3,8,8,1,1,0,0,1
1181,34,Male,medium,Research & Development,4,1,Travel_Rarely,29,40,3,0,,13,2,10,8,7,1,0,0,0
1182,34,Female,medium,Research & Development,1,1,Travel_Rarely,2,40,4,0,,11,1,14,14,4,1,0,0,0
1183,40,Female,high,Research & Development,1,0,Travel_Rarely,15,40,3,0,,13,2,18,18,14,1,0,0,0
1184,24,Male,medium,Research & Development,1,0,Travel_Rarely,9,40,3,0,,16,3,5,5,0,1,0,0,0
1185,36,Male,low,Research & Development,0,1,Travel_Rarely,6,40,4,1,0.0,11,1,16,15,10,1,0,1,0
1186,38,Female,medium,Research & Development,4,1,Travel_Rarely,1,40,3,0,,14,3,10,1,0,1,0,0,0
1187,46,Male,medium,Research & Development,2,0,Travel_Rarely,2,40,4,0,,11,1,12,6,1,1,0,0,0
1188,30,Female,medium,Sales,0,0,Travel_Rarely,12,40,3,1,0.0,11,1,6,5,4,1,1,0,0
1189,31,Male,medium,Sales,2,1,Travel_Rarely,13,40,1,0,,17,4,9,3,1,1,0,0,1
1190,50,Female,high,Research & Development,5,1,Travel_Rarely,7,40,3,1,0.0,12,2,29,27,13,1,1,0,0
1191,25,Male,medium,Research & Development,1,1,Travel_Rarely,4,40,4,1,0.0,15,3,7,7,5,1,0,1,1
1192,36,Male,medium,Research & Development,4,1,Travel_Frequently,18,40,4,0,,18,4,4,1,0,1,0,0,0
1193,46,Female,high,Sales,2,0,Travel_Rarely,4,40,2,0,,14,2,26,11,0,1,0,0,0
1194,35,Female,high,Human Resources,1,0,Travel_Rarely,26,40,4,0,,16,3,9,9,1,1,0,0,0
1195,29,Male,medium,Research & Development,1,1,Travel_Rarely,3,40,1,0,,18,4,10,10,1,1,0,0,0
1196,40,Male,low,Research & Development,8,1,Travel_Rarely,1,40,4,0,,19,4,8,1,0,1,0,0,0
1197,49,Female,high,Research & Development,2,1,Travel_Rarely,6,40,3,0,,19,5,30,15,2,1,0,0,0
1198,32,Male,medium,Research & Development,1,1,Travel_Frequently,24,40,4,1,0.0,15,3,10,10,4,1,0,1,0
1199,42,Female,low,Research & Development,6,0,Travel_Rarely,7,40,2,0,,16,3,18,1,0,1,0,0,0
1200,36,Female,high,Research & Development,1,1,Travel_Rarely,8,40,3,0,,13,2,17,17,12,1,0,0,0
1201,28,Female,low,Research & Development,1,0,Travel_Rarely,8,40,4,0,,21,5,5,5,0,1,0,0,0
1202,37,Male,medium,Research & Development,1,1,Travel_Rarely,1,40,3,0,,18,4,7,7,0,1,0,0,0
1203,45,Male,low,Research & Development,4,0,Travel_Rarely,28,40,4,1,2.0,20,5,8,5,0,1,0,1,0
1204,25,Male,medium,Research & Development,3,0,Travel_Rarely,19,40,4,0,,11,1,7,3,1,1,0,0,0
1205,29,Male,medium,Sales,2,0,Travel_Rarely,20,40,4,0,,14,3,10,3,0,1,0,0,0
1206,18,Male,low,Research & Development,1,1,Non-Travel,5,40,4,0,,15,3,0,0,0,1,0,0,0
1207,42,Male,medium,Research & Development,3,1,Travel_Rarely,2,40,4,0,,23,5,14,1,0,1,0,0,0
1208,40,Male,high,Research & Development,0,0,Travel_Rarely,2,40,3,0,,19,4,22,21,3,1,0,0,0
1209,34,Male,medium,Research & Development,1,0,Travel_Frequently,10,40,3,0,,17,4,5,5,2,1,0,0,0
1210,33,Male,medium,Human Resources,1,0,Travel_Rarely,2,40,3,0,,13,2,5,5,1,1,0,0,0
1211,41,Male,medium,Sales,1,0,Travel_Rarely,1,40,1,0,,16,3,10,10,0,1,0,0,0
1212,32,Female,medium,Research & Development,4,0,Travel_Frequently,2,40,3,0,,14,2,10,8,0,1,0,0,0
1213,33,Male,medium,Sales,2,1,Travel_Rarely,8,40,1,0,,13,2,8,2,2,1,0,0,0
1214,38,Male,medium,Sales,8,0,Travel_Rarely,3,40,4,1,,12,1,19,1,0,1,1,0,0
1215,50,Male,high,Research & Development,6,0,Travel_Rarely,10,40,4,0,,15,3,20,4,1,1,0,0,0
1216,30,Male,low,Sales,1,1,Travel_Rarely,9,40,4,0,,13,2,1,1,0,1,0,0,1
1217,26,Male,low,Research & Development,6,1,Travel_Frequently,2,40,1,1,0.0,14,3,6,3,1,1,0,1,1
1218,42,Male,medium,Research & Development,6,1,Travel_Rarely,18,40,1,0,,17,4,9,4,1,1,0,0,0
1219,44,Male,low,Research & Development,1,1,Travel_Rarely,9,40,1,0,,13,2,8,8,7,1,0,0,0
1220,36,Female,medium,Sales,6,1,Travel_Rarely,1,40,3,0,,13,2,15,1,0,1,0,0,0
1221,23,Male,low,Research & Development,1,0,Travel_Rarely,26,40,4,1,1.0,12,2,4,4,0,1,1,0,0
1222,41,Male,low,Research & Development,1,0,Travel_Rarely,9,40,1,0,,20,5,5,5,0,1,0,0,0
1223,48,Female,high,Research & Development,7,0,Travel_Rarely,1,40,1,1,2.0,11,1,21,3,0,1,1,0,0
1224,36,Female,medium,Sales,1,1,Travel_Rarely,10,40,3,0,,13,2,10,10,1,1,0,0,0
1225,40,Male,medium,Research & Development,9,1,Non-Travel,9,40,4,0,,14,2,5,3,0,1,0,0,0
1226,31,Male,high,Research & Development,1,1,Travel_Rarely,9,40,2,0,,25,5,13,13,0,1,0,0,0
1227,40,Female,medium,Sales,7,1,Travel_Rarely,10,40,2,0,,12,1,7,5,1,1,0,0,0
1228,34,Male,low,Research & Development,0,0,Travel_Rarely,19,40,4,0,,11,1,3,2,1,1,0,0,0
1229,26,Male,medium,Research & Development,1,0,Travel_Rarely,2,40,4,0,,12,2,8,8,1,1,0,0,0
1230,37,Female,low,Research & Development,0,1,Travel_Rarely,10,40,1,0,,13,2,6,5,4,1,0,0,0
1231,23,Male,low,Sales,3,0,Travel_Rarely,2,40,1,0,,13,2,3,0,0,1,0,0,0
1232,40,Male,high,Sales,7,0,Travel_Rarely,4,40,4,0,,11,1,15,12,2,1,0,0,0
1233,24,Male,low,Research & Development,0,1,Travel_Rarely,18,40,3,0,,12,1,6,5,1,1,0,0,0
1234,35,Female,low,Research & Development,1,0,Travel_Rarely,1,40,4,1,2.0,12,2,4,4,1,1,0,1,0
1235,33,Male,medium,Sales,1,0,Travel_Rarely,2,40,4,0,,14,2,6,6,0,1,0,0,0
1236,19,Female,low,Research & Development,1,0,Travel_Rarely,3,40,2,0,,14,3,1,1,0,1,0,0,0
1237,38,Female,medium,Sales,1,1,Non-Travel,10,40,4,1,1.0,13,2,6,5,1,1,0,1,0
1238,54,Female,medium,Sales,2,0,Travel_Rarely,3,40,1,0,,14,3,16,6,0,1,0,0,0
1239,43,Male,high,Sales,5,0,Travel_Rarely,25,40,4,0,,13,2,18,1,0,1,0,0,0
1240,54,Female,high,Research & Development,6,1,Travel_Rarely,1,40,4,0,,19,4,29,20,12,1,0,0,0
1241,42,Female,low,Research & Development,0,1,Travel_Rarely,2,40,1,0,,11,1,10,9,7,1,0,0,0
1242,29,Female,medium,Sales,1,0,Travel_Rarely,3,40,3,0,,14,3,6,6,1,1,0,0,0
1243,24,Male,low,Research & Development,1,0,Non-Travel,9,40,2,0,,11,1,1,1,0,1,0,0,0
